ensgene,baseMean,log2FoldChange,lfcSE,pvalue,padj,gene_symbol
ENSG00000075643,64.31494892824678,-2.5324626576137943,0.30514317018720827,1.1026873000893624e-17,1.5472721001253918e-16,MOCOS
ENSG00000075702,75.88408561640254,-2.098673943988214,0.2544486330046941,1.701422289635859e-17,2.3438864354618994e-16,WDR62
ENSG00000076003,316.9113570866353,-1.4887348534573988,0.1174418457931187,1.2185565052165294e-37,4.6375279946729786e-36,MCM6
ENSG00000076248,489.34872279479924,-1.2378309477428135,0.10257403809225116,3.1373412269094226e-34,1.0244774747130152e-32,UNG
ENSG00000076382,246.0243541128207,-1.6103143169935843,0.1377459053158729,1.9349656375735791e-32,5.905366282363981e-31,SPAG5
ENSG00000076662,26.477448337061222,-1.1576560154339146,0.40451173145043634,7.482417379885851e-4,0.002294607996498328,ICAM3
ENSG00000076716,8.966386990106184,-1.7282129059740465,0.7941749363034165,0.002411928672779357,0.006594352788585868,GPC4
ENSG00000076864,16.111697359227463,2.200929998725324,0.5768174222690442,1.2888352429276776e-5,5.479189741565026e-5,RAP1GAP
ENSG00000077044,136.30250232126534,1.0478002000665567,0.16714075129278108,8.946883287665572e-11,7.349225557725291e-10,DGKD
ENSG00000077152,132.3544434042863,-1.7698290198824462,0.18882578226686353,8.805226694684683e-22,1.5879425868709762e-20,UBE2T
ENSG00000077157,73.54104029725802,1.3068586366874635,0.23051008088180291,2.4343564599278783e-9,1.7011553068716613e-8,PPP1R12B
ENSG00000077238,135.0176612374431,1.127737184205783,0.18177500176160208,1.1545382546008608e-10,9.386537961329745e-10,IL4R
ENSG00000077935,4.083061271285097,-1.7222448540794462,1.339987587208819,0.013070685260624739,0.02921162865598009,SMC1B
ENSG00000077942,179.69084554457876,-2.4634706648445297,0.16989244422987823,1.176610943942434e-48,6.287143326722703e-47,FBLN1
